Vbias,lp,wn,wp,r_out,gm_m0,gm_m1
0.4444444,0.000015,0.0000125,0.00012,346200000,0.000002731,0.000001825
0.4444444,0.00002125,0.000015,0.00012,346200000,0.000003198,0.000001825
0.4444444,0.00002125,0.000005,0.00014,296700000,0.0000014,0.000002129
0.4444444,0.00002125,0.0000075,0.00014,296700000,0.000001866,0.000002129
0.4444444,0.00002125,0.00001,0.00014,296700000,0.000002332,0.000002129
0.4444444,0.00002125,0.0000125,0.00014,296700000,0.000002798,0.000002129
0.4444444,0.0000275,0.000015,0.00014,296700000,0.000003265,0.000002129
0.6666667,0.0000275,0.000005,0.00016,259600000,0.000001467,0.000002434
0.6666667,0.0000275,0.0000075,0.00016,259600000,0.000001933,0.000002434
0.6666667,0.0000275,0.00001,0.00016,259600000,0.000002399,0.000002434
0.6666667,0.0000275,0.0000125,0.00016,259600000,0.000002865,0.000002434
0.6666667,0.00003375,0.000015,0.00016,259600000,0.000003332,0.000002434
0.6666667,0.00003375,0.000005,0.00018,230800000,0.000001534,0.000002738
0.6666667,0.00003375,0.0000075,0.00018,230800000,0.000002,0.000002738
0.6666667,0.00003375,0.00001,0.00018,230800000,0.000002466,0.000002738
0.6666667,0.00003375,0.0000125,0.00018,230800000,0.000002932,0.000002738
0.6666667,0.00004,0.000015,0.00018,230800000,0.000003399,0.000002738
0.6666667,0.00004,0.000005,0.002,207700000,0.000001601,0.000003042
0.6666667,0.00004,0.0000075,0.002,207700000,0.000002067,0.000003042
0.6666667,0.00004,0.00001,0.002,207700000,0.000002533,0.000003042
0.6666667,0.00004,0.0000125,0.002,207700000,0.000002999,0.000003042
0.6666667,0.000015,0.000015,0.002,207700000,0.000003466,0.000003042
0.6666667,0.000015,0.000005,0.00012,498400000,0.000001215,0.000001287
0.6666667,0.000015,0.0000075,0.00012,498400000,0.000001681,0.000001287
0.6666667,0.000015,0.00001,0.00012,498400000,0.000002148,0.000001287
0.6666667,0.000015,0.0000125,0.00012,498400000,0.000002614,0.000001287
0.6666667,0.00002125,0.000015,0.00012,498400000,0.00000308,0.000001287
0.6666667,0.00002125,0.000005,0.00014,427200000,0.000001263,0.000001501
0.6666667,0.00002125,0.0000075,0.00014,427200000,0.000001729,0.000001501
0.6666667,0.00002125,0.00001,0.00014,427200000,0.000002195,0.000001501
0.6666667,0.00002125,0.0000125,0.00014,427200000,0.000002661,0.000001501
0.6666667,0.0000275,0.000015,0.00014,427200000,0.000003128,0.000001501
0.6666667,0.0000275,0.000005,0.00016,373800000,0.00000131,0.000001716
0.6666667,0.0000275,0.0000075,0.00016,373800000,0.000001776,0.000001716
0.6666667,0.0000275,0.00001,0.00016,373800000,0.000002242,0.000001716
0.6666667,0.0000275,0.0000125,0.00016,373800000,0.000002709,0.000001716
0.6666667,0.00003375,0.000015,0.00016,373800000,0.000003175,0.000001716
0.6666667,0.00003375,0.000005,0.00018,332200000,0.000001357,0.00000193
0.6666667,0.00003375,0.0000075,0.00018,332200000,0.000001824,0.00000193
0.6666667,0.00003375,0.00001,0.00018,332200000,0.00000229,0.00000193
0.6666667,0.00003375,0.0000125,0.00018,332200000,0.000002756,0.00000193
0.6666667,0.00004,0.000015,0.00018,332200000,0.000003222,0.00000193
0.6666667,0.00004,0.000005,0.002,299000000,0.000001405,0.000002145
0.6666667,0.00004,0.0000075,0.002,299000000,0.000001871,0.000002145
0.6666667,0.00004,0.00001,0.002,299000000,0.000002337,0.000002145
0.6666667,0.00004,0.0000125,0.002,299000000,0.000002803,0.000002145
0.6666667,0.000015,0.000015,0.002,299000000,0.00000327,0.000002145
0.6666667,0.000015,0.000005,0.00012,650800000,0.000001151,0.000001159
0.6666667,0.000015,0.0000075,0.00012,650800000,0.000001617,0.000001159
0.6666667,0.000015,0.00001,0.00012,650800000,0.000002084,0.000001159
0.6666667,0.000015,0.0000125,0.00012,650800000,0.00000255,0.000001159
0.6666667,0.00002125,0.000015,0.00012,650800000,0.000003016,0.000001159
0.6666667,0.00002125,0.000005,0.00014,557900000,0.000001188,0.000001325
0.6666667,0.00002125,0.0000075,0.00014,557900000,0.000001654,0.000001325
0.6666667,0.00002125,0.00001,0.00014,557900000,0.00000212,0.000001325
0.6666667,0.00002125,0.0000125,0.00014,557900000,0.000002587,0.000001325
0.6666667,0.0000275,0.000015,0.00014,557900000,0.000003053,0.000001325
0.6666667,0.0000275,0.000005,0.00016,488100000,0.000001225,0.000001491
0.6666667,0.0000275,0.0000075,0.00016,488100000,0.000001691,0.000001491
0.6666667,0.0000275,0.00001,0.00016,488100000,0.000002157,0.000001491
0.6666667,0.0000275,0.0000125,0.00016,488100000,0.000002623,0.000001491
0.6666667,0.00003375,0.000015,0.00016,488100000,0.00000309,0.000001491
0.6666667,0.00003375,0.000005,0.00018,433900000,0.000001261,0.000001656
0.6666667,0.00003375,0.0000075,0.00018,433900000,0.000001728,0.000001656
0.6666667,0.00003375,0.00001,0.00018,433900000,0.000002194,0.000001656
0.6666667,0.00003375,0.0000125,0.00018,433900000,0.00000266,0.000001656
0.6666667,0.00004,0.000015,0.00018,433900000,0.000003126,0.000001656
0.6666667,0.00004,0.000005,0.002,390500000,0.000001298,8.094E-07
0.6666667,0.00004,0.0000075,0.002,390500000,0.000001764,8.094E-07
0.6666667,0.00004,0.00001,0.002,390500000,0.000002231,8.094E-07
0.6666667,0.00004,0.0000125,0.002,390500000,0.000002697,8.094E-07
0.6666667,0.000015,0.000015,0.002,390500000,0.000003163,8.094E-07
0.6666667,0.000015,0.000005,0.00012,803400000,0.000001111,9.443E-07
0.6666667,0.000015,0.0000075,0.00012,803400000,0.000001577,9.443E-07
0.6666667,0.000015,0.00001,0.00012,803400000,0.000002043,9.443E-07
0.6666667,0.000015,0.0000125,0.00012,803400000,0.00000251,9.443E-07
0.6666667,0.00002125,0.000015,0.00012,803400000,0.000002976,9.443E-07
0.6666667,0.00002125,0.000005,0.00014,688600000,0.000001141,0.000001079
0.6666667,0.00002125,0.0000075,0.00014,688600000,0.000001607,0.000001079
0.6666667,0.00002125,0.00001,0.00014,688600000,0.000002074,0.000001079
0.6666667,0.00002125,0.0000125,0.00014,688600000,0.00000254,0.000001079
0.6666667,0.0000275,0.000015,0.00014,688600000,0.000003006,0.000001079
0.6666667,0.0000275,0.000005,0.00016,602500000,0.000001171,0.000001214
0.6666667,0.0000275,0.0000075,0.00016,602500000,0.000001637,0.000001214
0.6666667,0.0000275,0.00001,0.00016,602500000,0.000002104,0.000001214
0.6666667,0.0000275,0.0000125,0.00016,602500000,0.00000257,0.000001214
0.6666667,0.00003375,0.000015,0.00016,602500000,0.000003036,0.000001214
0.6666667,0.00003375,0.000005,0.00018,535600000,0.000001201,0.000001349
0.6666667,0.00003375,0.0000075,0.00018,535600000,0.000001667,0.000001349
0.6666667,0.00003375,0.00001,0.00018,535600000,0.000002134,0.000001349
0.6666667,0.00003375,0.0000125,0.00018,535600000,0.0000026,0.000001349
0.6666667,0.00004,0.000015,0.00018,535600000,0.000003066,0.000001349
0.6666667,0.00004,0.000005,0.002,482000000,0.000001231,6.827E-07
0.6666667,0.00004,0.0000075,0.002,482000000,0.000001697,6.827E-07
0.6666667,0.00004,0.00001,0.002,482000000,0.000002164,6.827E-07
0.6666667,0.00004,0.0000125,0.002,482000000,0.00000263,6.827E-07
0.6666667,0.000015,0.000015,0.002,482000000,0.000003096,6.827E-07
0.6666667,0.000015,0.000005,0.00012,956000000,0.000001083,7.965E-07
0.6666667,0.000015,0.0000075,0.00012,956000000,0.00000155,7.965E-07
0.6666667,0.000015,0.00001,0.00012,956000000,0.000002016,7.965E-07
0.6666667,0.000015,0.0000125,0.00012,956000000,0.000002482,7.965E-07
0.6666667,0.00002125,0.000015,0.00012,956000000,0.000002948,7.965E-07
0.6666667,0.00002125,0.000005,0.00014,819400000,0.000001109,0.000001024
0.6666667,0.00002125,0.0000075,0.00014,819400000,0.000001575,0.000001024
0.6666667,0.00002125,0.00001,0.00014,819400000,0.000002041,0.000001024
0.6666667,0.00002125,0.0000125,0.00014,819400000,0.000002508,0.000001024
0.6666667,0.0000275,0.000015,0.00014,819400000,0.000002974,0.000001024
0.6666667,0.0000275,0.000005,0.00016,717000000,0.000001134,0.000001138
0.6666667,0.0000275,0.0000075,0.00016,717000000,0.0000016,0.000001138
0.6666667,0.0000275,0.00001,0.00016,717000000,0.000002067,0.000001138
0.6666667,0.0000275,0.0000125,0.00016,717000000,0.000002533,0.000001138
0.6666667,0.00003375,0.000015,0.00016,717000000,0.000002999,0.000001138
0.6666667,0.00003375,0.000005,0.00018,637300000,0.00000116,1.251E-08
0.6666667,0.00003375,0.0000075,0.00018,637300000,0.000001626,1.251E-08
0.6666667,0.00003375,0.00001,0.00018,637300000,0.000002092,1.251E-08
0.6666667,0.00003375,0.0000125,0.00018,637300000,0.000002558,1.251E-08
0.6666667,0.00004,0.000015,0.00018,637300000,0.000003025,1.251E-08
0.6666667,0.00004,0.000005,0.002,573600000,0.000001185,1.459E-08
0.6666667,0.00004,0.0000075,0.002,573600000,0.000001651,1.459E-08
0.6666667,0.00004,0.00001,0.002,573600000,0.000002118,1.459E-08
0.6666667,0.00004,0.0000125,0.002,573600000,0.000002584,1.459E-08
0.6666667,0.000015,0.000015,0.002,573600000,0.00000305,1.459E-08
0.6666667,0.000015,0.000005,0.00012,49800000000,0.000002244,1.668E-08
0.6666667,0.000015,0.0000075,0.00012,49800000000,0.000003365,1.668E-08
0.6666667,0.000015,0.00001,0.00012,49800000000,0.000004487,1.668E-08
0.6666667,0.000015,0.0000125,0.00012,49800000000,0.000005608,1.668E-08
0.6666667,0.00002125,0.000015,0.00012,49800000000,0.000006729,1.668E-08
0.6666667,0.00002125,0.000005,0.00014,42680000000,0.000002245,1.876E-08
0.6666667,0.00002125,0.0000075,0.00014,42680000000,0.000003366,1.876E-08
0.6666667,0.00002125,0.00001,0.00014,42680000000,0.000004487,1.876E-08
0.6666667,0.00002125,0.0000125,0.00014,42680000000,0.000005609,1.876E-08
0.6666667,0.0000275,0.000015,0.00014,42680000000,0.00000673,1.876E-08
0.6666667,0.0000275,0.000005,0.00016,37350000000,0.000002246,2.084E-08
0.8888889,0.0000275,0.0000075,0.00016,37350000000,0.000003367,2.084E-08
0.8888889,0.0000275,0.00001,0.00016,37350000000,0.000004488,2.084E-08
0.8888889,0.0000275,0.0000125,0.00016,37350000000,0.00000561,2.084E-08
0.8888889,0.00003375,0.000015,0.00016,37350000000,0.000006731,2.084E-08
0.8888889,0.00003375,0.000005,0.00018,33200000000,0.000002247,8.818E-09
0.8888889,0.00003375,0.0000075,0.00018,33200000000,0.000003368,8.818E-09
0.8888889,0.00003375,0.00001,0.00018,33200000000,0.000004489,8.818E-09
0.8888889,0.00003375,0.0000125,0.00018,33200000000,0.000005611,8.818E-09
0.8888889,0.00004,0.000015,0.00018,33200000000,0.000006732,8.818E-09
0.8888889,0.00004,0.000005,0.002,29880000000,0.000002247,1.029E-08
0.8888889,0.00004,0.0000075,0.002,29880000000,0.000003369,1.029E-08
0.8888889,0.00004,0.00001,0.002,29880000000,0.00000449,1.029E-08
0.8888889,0.00004,0.0000125,0.002,29880000000,0.000005611,1.029E-08
0.8888889,0.000015,0.000015,0.002,29880000000,0.000006733,1.029E-08
0.8888889,0.000015,0.000005,0.00012,71550000000,0.000002244,1.176E-08
0.8888889,0.000015,0.0000075,0.00012,71550000000,0.000003365,1.176E-08
0.8888889,0.000015,0.00001,0.00012,71550000000,0.000004486,1.176E-08
0.8888889,0.000015,0.0000125,0.00012,71550000000,0.000005608,1.176E-08
0.8888889,0.00002125,0.000015,0.00012,71550000000,0.000006729,1.176E-08
0.8888889,0.00002125,0.000005,0.00014,61330000000,0.000002244,1.323E-08
0.8888889,0.00002125,0.0000075,0.00014,61330000000,0.000003366,1.323E-08
0.8888889,0.00002125,0.00001,0.00014,61330000000,0.000004487,1.323E-08
0.8888889,0.00002125,0.0000125,0.00014,61330000000,0.000005608,1.323E-08
0.8888889,0.0000275,0.000015,0.00014,61330000000,0.00000673,1.323E-08
0.8888889,0.0000275,0.000005,0.00016,53660000000,0.000002245,1.47E-08
0.8888889,0.0000275,0.0000075,0.00016,53660000000,0.000003367,1.47E-08
0.8888889,0.0000275,0.00001,0.00016,53660000000,0.000004488,1.47E-08
0.8888889,0.0000275,0.0000125,0.00016,53660000000,0.000005609,1.47E-08
0.8888889,0.00003375,0.000015,0.00016,53660000000,0.000006731,1.47E-08
0.8888889,0.00003375,0.000005,0.00018,47700000000,0.000002245,6.809E-09
0.8888889,0.00003375,0.0000075,0.00018,47700000000,0.000003367,6.809E-09
0.8888889,0.00003375,0.00001,0.00018,47700000000,0.000004488,6.809E-09
0.8888889,0.00003375,0.0000125,0.00018,47700000000,0.000005609,6.809E-09
0.8888889,0.00004,0.000015,0.00018,47700000000,0.000006731,6.809E-09
0.8888889,0.00004,0.000005,0.002,42930000000,0.000002245,7.944E-09
0.8888889,0.00004,0.0000075,0.002,42930000000,0.000003367,7.944E-09
0.8888889,0.00004,0.00001,0.002,42930000000,0.000004488,7.944E-09
0.8888889,0.00004,0.0000125,0.002,42930000000,0.000005609,7.944E-09
0.8888889,0.000015,0.000015,0.002,42930000000,0.000006731,7.944E-09
0.8888889,0.000015,0.000005,0.00012,93330000000,0.00000673,9.079E-09
0.8888889,0.000015,0.0000075,0.00012,93330000000,0.00000224,9.079E-09
0.8888889,0.000015,0.00001,0.00012,93330000000,0.00000337,9.079E-09
0.8888889,0.000015,0.0000125,0.00012,93330000000,0.00000449,9.079E-09
0.8888889,0.00002125,0.000015,0.00012,93330000000,0.00000561,9.079E-09
0.8888889,0.00002125,0.000005,0.00014,79990000000,0.00000673,1.021E-08
0.8888889,0.00002125,0.0000075,0.00014,79990000000,0.00000224,1.021E-08
0.8888889,0.00002125,0.00001,0.00014,79990000000,0.00000337,1.021E-08
0.8888889,0.00002125,0.0000125,0.00014,79990000000,0.00000449,1.021E-08
0.8888889,0.0000275,0.000015,0.00014,79990000000,0.00000561,1.021E-08
0.8888889,0.0000275,0.000005,0.00016,69990000000,0.00000673,1.135E-08
0.8888889,0.0000275,0.0000075,0.00016,69990000000,0.00000225,1.135E-08
0.8888889,0.0000275,0.00001,0.00016,69990000000,0.00000337,1.135E-08
0.8888889,0.0000275,0.0000125,0.00016,69990000000,0.00000449,1.135E-08
0.8888889,0.00003375,0.000015,0.00016,69990000000,0.00000561,1.135E-08
0.8888889,0.00003375,0.000005,0.00018,62220000000,0.00000673,5.546E-09
0.8888889,0.00003375,0.0000075,0.00018,62220000000,0.00000225,5.546E-09
0.8888889,0.00003375,0.00001,0.00018,62220000000,0.00000337,5.546E-09
0.8888889,0.00003375,0.0000125,0.00018,62220000000,0.00000449,5.546E-09
0.8888889,0.00004,0.000015,0.00018,62220000000,0.00000561,5.546E-09
0.8888889,0.00004,0.000005,0.002,62220000000,0.00000673,6.47E-09
0.8888889,0.00004,0.0000075,0.002,55990000000,0.00000225,6.47E-09
0.8888889,0.00004,0.00001,0.002,55990000000,0.00000337,6.47E-09
0.8888889,0.00004,0.0000125,0.002,55990000000,0.00000449,6.47E-09
0.8888889,0.000015,0.000015,0.002,55990000000,0.00000561,6.47E-09
0.8888889,0.000015,0.000005,0.00012,55990000000,0.00000673,7.395E-09
0.8888889,0.000015,0.0000075,0.00012,1.151E+11,0.00000224,7.395E-09
0.8888889,0.000015,0.00001,0.00012,1.151E+11,0.00000337,7.395E-09
0.8888889,0.000015,0.0000125,0.00012,1.151E+11,0.00000449,7.395E-09
0.8888889,0.00002125,0.000015,0.00012,1.151E+11,0.00000561,7.395E-09
0.8888889,0.00002125,0.000005,0.00014,1.151E+11,0.00000673,8.319E-09
0.8888889,0.00002125,0.0000075,0.00014,98670000000,0.000002245,8.319E-09
0.8888889,0.00002125,0.00001,0.00014,98670000000,0.000003366,8.319E-09
0.8888889,0.00002125,0.0000125,0.00014,98670000000,0.000004488,8.319E-09
0.8888889,0.0000275,0.000015,0.00014,98670000000,0.000005609,8.319E-09
0.8888889,0.0000275,0.000005,0.00016,98670000000,0.00000673,9.244E-09
0.8888889,0.0000275,0.0000075,0.00016,86340000000,0.000002246,9.244E-09
0.8888889,0.0000275,0.00001,0.00016,86340000000,0.000003367,9.244E-09
0.8888889,0.0000275,0.0000125,0.00016,86340000000,0.000004488,9.244E-09
0.8888889,0.00003375,0.000015,0.00016,86340000000,0.00000561,9.244E-09
0.8888889,0.00003375,0.000005,0.00018,86340000000,0.000006731,4.678E-09
0.8888889,0.00003375,0.0000075,0.00018,76740000000,0.000002247,4.678E-09
0.8888889,0.00003375,0.00001,0.00018,76740000000,0.000003368,4.678E-09
0.8888889,0.00003375,0.0000125,0.00018,76740000000,0.000004489,4.678E-09
0.8888889,0.00004,0.000015,0.00018,76740000000,0.000005611,4.678E-09
0.8888889,0.00004,0.000005,0.002,76740000000,0.000006732,5.458E-09
0.8888889,0.00004,0.0000075,0.002,69070000000,0.000002243,5.458E-09
0.8888889,0.00004,0.00001,0.002,69070000000,0.000003365,5.458E-09
0.8888889,0.00004,0.0000125,0.002,69070000000,0.000004486,5.458E-09
0.8888889,0.000015,0.000015,0.002,69070000000,0.000005607,5.458E-09
0.8888889,0.000015,0.000015,0.00012,69070000000,0.000006729,6.238E-09
0.8888889,0.000015,0.000005,0.00012,1.369E+11,0.000002244,6.238E-09
0.8888889,0.000015,0.0000075,0.00012,1.369E+11,0.000003365,6.238E-09
0.8888889,0.000015,0.00001,0.00012,1.369E+11,0.000004487,6.238E-09
0.8888889,0.00002125,0.0000125,0.00012,1.369E+11,0.000005608,6.238E-09
0.8888889,0.00002125,0.000015,0.00014,1.369E+11,0.000006729,7.017E-09
0.8888889,0.00002125,0.000005,0.00014,1.174E+11,0.000002245,7.017E-09
0.8888889,0.00002125,0.0000075,0.00014,1.174E+11,0.000003366,7.017E-09
0.8888889,0.00002125,0.00001,0.00014,1.174E+11,0.000004488,7.017E-09
0.8888889,0.0000275,0.0000125,0.00014,1.174E+11,0.000005609,7.017E-09
0.8888889,0.0000275,0.000015,0.00016,1.174E+11,0.00000673,7.797E-09
0.8888889,0.0000275,0.000005,0.00016,1.027E+11,0.000002246,7.797E-09
0.8888889,0.0000275,0.0000075,0.00016,1.027E+11,0.000003367,7.797E-09
0.8888889,0.0000275,0.00001,0.00016,1.027E+11,0.000004488,7.797E-09
0.8888889,0.00003375,0.0000125,0.00016,1.027E+11,0.00000561,7.797E-09
0.8888889,0.00003375,0.000015,0.00018,1.027E+11,0.000006731,5.145E-11
0.8888889,0.00003375,0.000005,0.00018,91280000000,0.000002246,5.145E-11
0.8888889,0.00003375,0.0000075,0.00018,91280000000,0.000003368,5.145E-11
0.8888889,0.00003375,0.00001,0.00018,91280000000,0.000004489,5.145E-11
0.8888889,0.00004,0.0000125,0.00018,91280000000,0.000005611,5.145E-11
0.8888889,0.00004,0.000015,0.002,91280000000,0.000006732,6.002E-11
0.8888889,0.00004,0.000005,0.002,82150000000,0.000004806,6.002E-11
0.8888889,0.00004,0.0000075,0.002,82150000000,0.00000721,6.002E-11
0.8888889,0.00004,0.00001,0.002,82150000000,0.000009614,6.002E-11
0.8888889,0.000015,0.0000125,0.002,82150000000,0.00001202,6.002E-11
0.8888889,0.000015,0.000015,0.002,82150000000,0.00001442,6.86E-11
0.8888889,0.000015,0.000005,0.00012,1.238E+13,0.000004807,6.86E-11
0.8888889,0.000015,0.0000075,0.00012,1.238E+13,0.000007211,6.86E-11
0.8888889,0.000015,0.00001,0.00012,1.238E+13,0.000009615,6.86E-11
0.8888889,0.00002125,0.0000125,0.00012,1.238E+13,0.00001202,6.86E-11
0.8888889,0.00002125,0.000015,0.00012,1.238E+13,0.00001442,7.718E-11
0.8888889,0.00002125,0.000005,0.00014,1.061E+13,0.000004808,7.718E-11
0.8888889,0.00002125,0.0000075,0.00014,1.061E+13,0.000007212,7.718E-11
0.8888889,0.00002125,0.00001,0.00014,1.061E+13,0.000009616,7.718E-11
0.8888889,0.0000275,0.0000125,0.00014,1.061E+13,0.00001202,7.718E-11
0.8888889,0.0000275,0.000015,0.00014,1.061E+13,0.00001442,7.72E-11
1.111111,0.0000275,0.000005,0.00016,9.286E+12,0.000004809,8.575E-11
1.111111,0.0000275,0.0000075,0.00016,9.286E+12,0.000007213,8.575E-11
1.111111,0.0000275,0.00001,0.00016,9.286E+12,0.000009617,8.575E-11
1.111111,0.00003375,0.0000125,0.00016,9.286E+12,0.00001202,8.575E-11
1.111111,0.00003375,0.000015,0.00016,9.286E+12,0.00001442,8.575E-11
1.111111,0.00003375,0.000005,0.00018,8.254E+12,0.00000481,3.627E-11
1.111111,0.00003375,0.0000075,0.00018,8.254E+12,0.000007214,3.627E-11
1.111111,0.00003375,0.00001,0.00018,8.254E+12,0.000009618,3.627E-11
1.111111,0.00004,0.0000125,0.00018,8.254E+12,0.00001202,3.627E-11
1.111111,0.00004,0.000015,0.00018,8.254E+12,0.00001443,3.627E-11
1.111111,0.00004,0.000005,0.002,7.429E+12,0.000004806,4.232E-11
1.111111,0.00004,0.0000075,0.002,7.429E+12,0.00000721,4.232E-11
1.111111,0.00004,0.00001,0.002,7.429E+12,0.000009614,4.232E-11
1.111111,0.000015,0.0000125,0.002,7.429E+12,0.00001202,4.232E-11
1.111111,0.000015,0.000015,0.002,7.429E+12,0.00001442,4.232E-11
1.111111,0.000015,0.000005,0.00012,1.779E+13,0.000004807,4.837E-11
1.111111,0.000015,0.0000075,0.00012,1.779E+13,0.000007211,4.837E-11
1.111111,0.000015,0.00001,0.00012,1.779E+13,0.000009615,4.837E-11
1.111111,0.00002125,0.0000125,0.00012,1.779E+13,0.00001202,4.837E-11
1.111111,0.00002125,0.000015,0.00012,1.779E+13,0.00001442,4.837E-11
1.111111,0.00002125,0.000005,0.00014,1.525E+13,0.000004808,5.441E-11
1.111111,0.00002125,0.0000075,0.00014,1.525E+13,0.000007212,5.441E-11
1.111111,0.00002125,0.00001,0.00014,1.525E+13,0.000009616,5.441E-11
1.111111,0.0000275,0.0000125,0.00014,1.525E+13,0.00001202,5.441E-11
1.111111,0.0000275,0.000015,0.00014,1.525E+13,0.00001442,5.441E-11
1.111111,0.0000275,0.000005,0.00016,1.334E+13,0.000004809,6.046E-11
1.111111,0.0000275,0.0000075,0.00016,1.334E+13,0.000007213,6.046E-11
1.111111,0.0000275,0.00001,0.00016,1.334E+13,0.000009617,6.046E-11
1.111111,0.00003375,0.0000125,0.00016,1.334E+13,0.00001202,6.046E-11
1.111111,0.00003375,0.000015,0.00016,1.334E+13,0.00001442,6.046E-11
1.111111,0.00003375,0.000005,0.00018,1.186E+13,0.00000481,2.801E-11
1.111111,0.00003375,0.0000075,0.00018,1.186E+13,0.000007214,2.801E-11
1.111111,0.00003375,0.00001,0.00018,1.186E+13,0.000009618,2.801E-11
1.111111,0.00004,0.0000125,0.00018,1.186E+13,0.00001202,2.801E-11
1.111111,0.00004,0.000015,0.00018,1.186E+13,0.00001443,2.801E-11
1.111111,0.00004,0.000005,0.002,1.067E+13,0.000004806,3.268E-11
1.111111,0.00004,0.0000075,0.002,1.067E+13,0.00000721,3.268E-11
1.111111,0.00004,0.00001,0.002,1.067E+13,0.000009614,3.268E-11
1.111111,0.000015,0.0000125,0.002,1.067E+13,0.00001202,3.268E-11
1.111111,0.000015,0.000015,0.002,1.067E+13,0.00001442,3.268E-11
1.111111,0.000015,0.000005,0.00012,2.32E+13,0.000004807,3.735E-11
1.111111,0.000015,0.0000075,0.00012,2.32E+13,0.000007211,3.735E-11
1.111111,0.000015,0.00001,0.00012,2.32E+13,0.000009615,3.735E-11
1.111111,0.00002125,0.0000125,0.00012,2.32E+13,0.00001202,3.735E-11
1.111111,0.00002125,0.000015,0.00012,2.32E+13,0.00001442,3.735E-11
1.111111,0.00002125,0.000005,0.00014,1.989E+13,0.000004808,4.202E-11
1.111111,0.00002125,0.0000075,0.00014,1.989E+13,0.000007212,4.202E-11
1.111111,0.00002125,0.00001,0.00014,1.989E+13,0.000009616,4.202E-11
1.111111,0.0000275,0.0000125,0.00014,1.989E+13,0.00001202,4.202E-11
1.111111,0.0000275,0.000015,0.00014,1.989E+13,0.00001442,4.202E-11
1.111111,0.0000275,0.000005,0.00016,1.74E+13,0.000004809,4.669E-11
1.111111,0.0000275,0.0000075,0.00016,1.74E+13,0.000007213,4.669E-11
1.111111,0.0000275,0.00001,0.00016,1.74E+13,0.000009617,4.669E-11
1.111111,0.00003375,0.0000125,0.00016,1.74E+13,0.00001202,4.669E-11
1.111111,0.00003375,0.000015,0.00016,1.74E+13,0.00001442,4.669E-11
1.111111,0.00003375,0.000005,0.00018,1.547E+13,0.00000481,2.282E-11
1.111111,0.00003375,0.0000075,0.00018,1.547E+13,0.000007214,2.282E-11
1.111111,0.00003375,0.00001,0.00018,1.547E+13,0.000009618,2.282E-11
1.111111,0.00004,0.0000125,0.00018,1.547E+13,0.00001202,2.282E-11
1.111111,0.00004,0.000015,0.00018,1.547E+13,0.00001443,2.282E-11
1.111111,0.00004,0.000005,0.002,1.392E+13,0.000004806,2.662E-11
1.111111,0.00004,0.0000075,0.002,1.392E+13,0.00000721,2.662E-11
1.111111,0.00004,0.00001,0.002,1.392E+13,0.000009614,2.662E-11
1.111111,0.000015,0.0000125,0.002,1.392E+13,0.00001202,2.662E-11
1.111111,0.000015,0.000015,0.002,1.392E+13,0.00001442,2.662E-11
1.111111,0.000015,0.000005,0.00012,2.862E+13,0.000004807,3.042E-11
1.111111,0.000015,0.0000075,0.00012,2.862E+13,0.000007211,3.042E-11
1.111111,0.000015,0.00001,0.00012,2.862E+13,0.000009615,3.042E-11
1.111111,0.00002125,0.0000125,0.00012,2.862E+13,0.00001202,3.042E-11
1.111111,0.00002125,0.000015,0.00012,2.862E+13,0.00001442,3.042E-11
1.111111,0.00002125,0.000005,0.00014,2.453E+13,0.000004809,3.422E-11
1.111111,0.00002125,0.0000075,0.00014,2.453E+13,0.000007213,3.422E-11
1.111111,0.00002125,0.00001,0.00014,2.453E+13,0.000009617,3.422E-11
1.111111,0.0000275,0.0000125,0.00014,2.453E+13,0.00001202,3.422E-11
1.111111,0.0000275,0.000015,0.00014,2.453E+13,0.00001442,3.422E-11
1.111111,0.0000275,0.000005,0.00016,2.146E+13,0.00000481,3.803E-11
1.111111,0.0000275,0.0000075,0.00016,2.146E+13,0.000007214,3.803E-11
1.111111,0.0000275,0.00001,0.00016,2.146E+13,0.000009618,3.803E-11
1.111111,0.00003375,0.0000125,0.00016,2.146E+13,0.00001202,3.803E-11
1.111111,0.00003375,0.000015,0.00016,2.146E+13,0.00001443,3.803E-11
1.111111,0.00003375,0.000005,0.00018,1.908E+13,0.000004806,1.925E-11
1.111111,0.00003375,0.0000075,0.00018,1.908E+13,0.00000721,1.925E-11
1.111111,0.00003375,0.00001,0.00018,1.908E+13,0.000009614,1.925E-11
1.111111,0.00004,0.0000125,0.00018,1.908E+13,0.00001202,1.925E-11
1.111111,0.00004,0.000015,0.00018,1.908E+13,0.00001442,1.925E-11
1.111111,0.00004,0.000005,0.002,1.717E+13,0.000004807,2.245E-11
1.111111,0.00004,0.0000075,0.002,1.717E+13,0.000007211,2.245E-11
1.111111,0.00004,0.00001,0.002,1.717E+13,0.000009615,2.245E-11
1.111111,0.000015,0.0000125,0.002,1.717E+13,0.00001202,2.245E-11
1.111111,0.000015,0.000015,0.002,1.717E+13,0.00001442,2.245E-11
1.111111,0.000015,0.000005,0.00012,3.404E+13,0.000004808,2.566E-11
1.111111,0.000015,0.0000075,0.00012,3.404E+13,0.000007212,2.566E-11
1.111111,0.000015,0.00001,0.00012,3.404E+13,0.000009616,2.566E-11
1.111111,0.00002125,0.0000125,0.00012,3.404E+13,0.00001202,2.566E-11
